title,price,location,surface,rooms,baths,link,city,neighborhood,price_meter,price_category
Appartement à vendre,380000,"Appartements dans Casablanca, Ain Sebaa",50,2,1,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_57780117.htm,Casablanca,Ain Sebaa,7600,Low
Appartement à vendre Bouskoura,750000,"Appartements dans Bouskoura, Bouskoura centre",85,2,1,https://www.avito.ma/fr/bouskoura_centre/appartements/Appartement_%C3%A0_vendre_Bouskoura_57780070.htm,Bouskoura,Bouskoura centre,8823,Medium
Appartement 170 m² dans un complexe à vendre,3400000,"Appartements dans Tanger, Centre ville",170,3,2,https://www.avito.ma/fr/centre_ville/appartements/Appartement_170_m%C2%B2_dans_un_complexe_%C3%A0_vendre_56401021.htm,Tanger,Centre ville,20000,High
Appartement de standing au quartier administratif,1750000,"Appartements dans Tanger, Administratif",104,2,2,https://www.avito.ma/fr/administratif/appartements/Appartement_de_standing_au_quartier_administratif_57452439.htm,Tanger,Administratif,16826,High
Appartement 141 m² 3 chambres au centre de Tanger,2086800,"Appartements dans Tanger, Centre ville",141,3,2,https://www.avito.ma/fr/centre_ville/appartements/Appartement_141_m%C2%B2_3_chambres_au_centre_de_Tanger_56464827.htm,Tanger,Centre ville,14800,High
Appartement de luxe à vendre 162 m² à Tanger,3078000,"Appartements dans Tanger, Iberie",162,3,3,https://www.avito.ma/fr/iberie/appartements/Appartement_de_luxe_%C3%A0_vendre_162_m%C2%B2_%C3%A0_Tanger_56349282.htm,Tanger,Iberie,19000,High
Appartement vue mer sur la corniche à Tanger,5000000,"Appartements dans Tanger, Malabata",183,3,2,https://www.avito.ma/fr/malabata/appartements/Appartement_vue_mer_sur_la_corniche_%C3%A0_Tanger_54943322.htm,Tanger,Malabata,27322,High
Appartement à vendre 128 m² à Temara,1050000,"Appartements dans Temara, Autre secteur",128,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_128_m%C2%B2_%C3%A0_Temara_57779993.htm,Temara,Autre secteur,8203,High
Appartement à vendre Hay Mohammadi,580000,"Appartements dans Agadir, Hay Mohammadi",49,2,1,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_Hay_Mohammadi_57809398.htm,Agadir,Hay Mohammadi,11836,Medium
Appartement avec terrasse à Tanger Achakkar,1850000,"Appartements dans Tanger, Achakar",146,2,2,https://www.avito.ma/fr/achakar/appartements/Appartement_avec_terrasse_%C3%A0_Tanger_Achakkar_56143771.htm,Tanger,Achakar,12671,High
Grand appartement d'élégance à vendre à Tanger,7500000,"Appartements dans Tanger, Iberie",220,3,2,https://www.avito.ma/fr/iberie/appartements/Grand_appartement_d_%C3%A9l%C3%A9gance_%C3%A0_vendre_%C3%A0_Tanger_57588038.htm,Tanger,Iberie,34090,High
Très bel appartement de 2ch,770000,"Appartements dans Marrakech, Route d'Ourika",68,2,1,https://www.avito.ma/fr/route_d_ourika/appartements/Tr%C3%A8s_bel_appartement_de_2ch_57809264.htm,Marrakech,Route d'Ourika,11323,Medium
Très bel appartement de 2 ch proche Noria,770000,"Appartements dans Marrakech, Route d'Ourika",68,2,1,https://www.avito.ma/fr/route_d_ourika/appartements/Tr%C3%A8s_bel_appartement_de_2_ch_proche_Noria_57809271.htm,Marrakech,Route d'Ourika,11323,Medium
TNG-CH-1105 - Appartement à vendre à Rue de Fès,1580000,"Appartements dans Tanger, Autre secteur",156,3,2,https://www.avito.ma/fr/autre_secteur/appartements/TNG_CH_1105___Appartement_%C3%A0_vendre_%C3%A0_Rue_de_F%C3%A8s_57779880.htm,Tanger,Autre secteur,10128,High
CMN-AN-1928 - Appartement à vendre à Bourgogne,1580000,"Appartements dans Casablanca, Bourgogne",129,3,2,https://www.avito.ma/fr/bourgogne/appartements/CMN_AN_1928___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_57779883.htm,Casablanca,Bourgogne,12248,High
Appartement urgent à vendre Doha Kénitra quatrième étage,160000,"Appartements dans Kénitra, alliance",54,2,1,https://www.avito.ma/fr/alliance/appartements/Appartement_urgent_%C3%A0_vendre_Doha_K%C3%A9nitra_quatri%C3%A8me_%C3%A9tage_57809257.htm,Kénitra,alliance,2962,Low
Appartements à vendre sur la rue Fajr Al Nasr de 90m à 120m,540000,"Appartements dans Had Soualem, Toute la ville",120,5,2,https://www.avito.ma/fr/had_soualem/appartements/Appartements_%C3%A0_vendre_sur_la_rue_Fajr_Al_Nasr_de_90m_%C3%A0_120m_57779872.htm,Had Soualem,Toute la ville,4500,Medium
Appartement à vendre 81 m² à El Jadida,620000,"Appartements dans El Jadida, Quartier Aérodrome",81,2,1,https://www.avito.ma/fr/quartier_a%C3%A9rodrome/appartements/Appartement_%C3%A0_vendre_81_m%C2%B2_%C3%A0_El_Jadida_57779855.htm,El Jadida,Quartier Aérodrome,7654,Medium
Superbe appartement à vendre,420000,"Appartements dans Oujda, Hay Lazaret",138,3,2,https://www.avito.ma/fr/hay_lazaret/appartements/Superbe_appartement_%C3%A0_vendre_57779751.htm,Oujda,Hay Lazaret,3043,Low
Appartement de luxe Saidia Pieds dans l'eau,2100000,"Appartements dans Saidia, Toute la ville",180,2,2,https://www.avito.ma/fr/saidia/appartements/Appartement_de_luxe_Saidia_Pieds_dans_l_eau_57779723.htm,Saidia,Toute la ville,11666,High
CMN-AN-1927 - Appartement à vendre à Bourgogne,2500000,"Appartements dans Casablanca, Bourgogne",178,3,2,https://www.avito.ma/fr/bourgogne/appartements/CMN_AN_1927___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_57779711.htm,Casablanca,Bourgogne,14044,High
Appartement à vendre 80 m² à Tamesna,600000,"Appartements dans Tamesna, Toute la ville",80,3,2,https://www.avito.ma/fr/tamesna/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Tamesna_57779712.htm,Tamesna,Toute la ville,7500,Medium
Hassan à vendre apparemment,3500000,"Appartements dans Rabat, Hassan",135,3,3,https://www.avito.ma/fr/hassan/appartements/Hassan_%C3%A0_vendre_apparemment_57809017.htm,Rabat,Hassan,25925,High
Appartement à vendre en face Decathlon.,440000,"Appartements dans Marrakech, Es Saada",56,2,1,https://www.avito.ma/fr/es_saada/appartements/Appartement_%C3%A0_vendre_en_face_Decathlon__57745086.htm,Marrakech,Es Saada,7857,Low
Appartement à vendre à Palmeraie Marrakech,2300000,"Appartements dans Marrakech, Palmeraie",143,2,2,https://www.avito.ma/fr/palmeraie/appartements/Appartement_%C3%A0_vendre_%C3%A0_Palmeraie_Marrakech_57779386.htm,Marrakech,Palmeraie,16083,High
Appartement de standing à vendre à Rabat,3500000,"Appartements dans Rabat, Agdal",130,3,2,https://www.avito.ma/fr/agdal/appartements/Appartement_de_standing_%C3%A0_vendre_%C3%A0_Rabat_57779324.htm,Rabat,Agdal,26923,High
Appartement à vendre 47 m² à Casablanca,345000,"Appartements dans Casablanca, Errahma",47,2,1,https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_47_m%C2%B2_%C3%A0_Casablanca_57779309.htm,Casablanca,Errahma,7340,Low
Appartement à vendre,320000,"Appartements dans Mohammedia, Autre secteur",60,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_57808715.htm,Mohammedia,Autre secteur,5333,Low
Appartement 2ème étage Azzouzziya Bab Asfi,340000,"Appartements dans Marrakech, Azzouzia",54,2,1,https://www.avito.ma/fr/azzouzia/appartements/Appartement_2%C3%A8me_%C3%A9tage_Azzouzziya_Bab_Asfi_57193652.htm,Marrakech,Azzouzia,6296,Low
"Appartement à vendre avec trois chambres dans le quartier Andalouss, Mohammedia",400000,"Appartements dans Mohammedia, Autre secteur",70,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_avec_trois_chambres_dans_le_quartier_Andalouss__Mohammedia_57779269.htm,Mohammedia,Autre secteur,5714,Low
Appartement de 120m à vendre 85 millions,850000,"Appartements dans Kénitra, Maamora",120,2,2,https://www.avito.ma/fr/maamora/appartements/Appartement_de_120m_%C3%A0_vendre_85_millions_57808635.htm,Kénitra,Maamora,7083,Medium
Agdal- Appartement à vendre de 3 chambres,2120000,"Appartements dans Rabat, Agdal",108,3,1,https://www.avito.ma/fr/agdal/appartements/Agdal__Appartement_%C3%A0_vendre_de_3_chambres_56454766.htm,Rabat,Agdal,19629,High
appartement à vendre,430000,"Appartements dans El Jadida, Hay Al Amal",64,2,1,https://www.avito.ma/fr/hay_al_amal/appartements/appartement_%C3%A0_vendre_57808615.htm,El Jadida,Hay Al Amal,6718,Low
appartement à vendre,430000,"Appartements dans El Jadida, Hay Al Amal",64,2,1,https://www.avito.ma/fr/hay_al_amal/appartements/appartement_%C3%A0_vendre_57808610.htm,El Jadida,Hay Al Amal,6718,Low
Appartement à vendre 64 m² à Casablanca,680000,"Appartements dans Casablanca, Autre secteur",64,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca_57779141.htm,Casablanca,Autre secteur,10625,Medium
Appartement à louer près du centre laitier,220000,"Appartements dans Salé, Hay Chmaou",100,2,2,https://www.avito.ma/fr/hay_chmaou/appartements/Appartement_%C3%A0_louer_pr%C3%A8s_du_centre_laitier_57778799.htm,Salé,Hay Chmaou,2200,Low
Appartement à hypothéquer sans loyer 20 millions Hay Rahma,160000,"Appartements dans Salé, Hay Rahma",75,2,1,https://www.avito.ma/fr/hay_rahma/appartements/Appartement_%C3%A0_hypoth%C3%A9quer_sans_loyer_20_millions_Hay_Rahma_57778798.htm,Salé,Hay Rahma,2133,Low
Appartement vue piscine et à 7mn du parc,660000,"Appartements dans Mohammedia, Centre Ville",69,2,1,https://www.avito.ma/fr/centre_ville/appartements/Appartement_vue_piscine_et_%C3%A0_7mn_du_parc_57778743.htm,Mohammedia,Centre Ville,9565,Medium
Bel appartement à vendre,670000,"Appartements dans Kénitra, Mimosas",86,2,1,https://www.avito.ma/fr/mimosas/appartements/Bel_appartement_%C3%A0_vendre_57778663.htm,Kénitra,Mimosas,7790,Medium
Appartement à vendre Rabat agdal 3 chambres 143 m²,3490000,"Appartements dans Rabat, Agdal",143,3,2,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_Rabat_agdal_3_chambres_143_m%C2%B2_57778629.htm,Rabat,Agdal,24405,High
Appartement A vendre au Rez-de-chaussée,1300000,"Appartements dans Casablanca, Californie",137,1,2,https://www.avito.ma/fr/californie/appartements/Appartement_A_vendre_au_Rez_de_chauss%C3%A9e_57807940.htm,Casablanca,Californie,9489,High
Appartement à vendre 97 m² à Kénitra,460000,"Appartements dans Kénitra, Bir Rami",95,3,1,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_K%C3%A9nitra_57491923.htm,Kénitra,Bir Rami,4842,Low
Appartements à vendre avec soutien au logement,480000,"Appartements dans Béni Mellal, Toute la ville",70,2,1,https://www.avito.ma/fr/b%C3%A9ni_mellal/appartements/Appartements_%C3%A0_vendre_avec_soutien_au_logement_57778560.htm,Béni Mellal,Toute la ville,6857,Low
Appartement Tamansourt 240.000 dh Avec Ascenseur,240000,"Appartements dans Marrakech, Route de Tamansourt",53,2,1,https://www.avito.ma/fr/route_de_tamansourt/appartements/Appartement_Tamansourt_240_000_dh_Avec_Ascenseur_57778545.htm,Marrakech,Route de Tamansourt,4528,Low
Appartement à vendre à Témara – El Massira 2 🏡,6500000,"Appartements dans Temara, Massira 2",69,2,2,https://www.avito.ma/fr/massira_2/appartements/Appartement_%C3%A0_vendre_%C3%A0_T%C3%A9mara___El_Massira_2____57778507.htm,Temara,Massira 2,94202,High
Appartement à vendre 56 m² à Marrakech,460000,"Appartements dans Marrakech, M'Hamid",56,2,1,https://www.avito.ma/fr/m_hamid/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Marrakech_57807785.htm,Marrakech,M'Hamid,8214,Low
Appartement Dcheira El Jihadia Résidence Al Wahda,660000,"Appartements dans Inzegan, Toute la ville",55,2,2,https://www.avito.ma/fr/inzegan/appartements/Appartement_Dcheira_El_Jihadia_R%C3%A9sidence_Al_Wahda_57306968.htm,Inzegan,Toute la ville,12000,Medium
Appartement à vendre à prix raisonnable,385000,"Appartements dans Tanger, Aouama Gharbia",56,2,1,https://www.avito.ma/fr/aouama_gharbia/appartements/Appartement_%C3%A0_vendre_%C3%A0_prix_raisonnable_57778433.htm,Tanger,Aouama Gharbia,6875,Low
Appartement à vendre dans la résidence El Hassani près du souk El Qorb,850000,"Appartements dans Tanger, Ahlane",90,3,2,https://www.avito.ma/fr/ahlane/appartements/Appartement_%C3%A0_vendre_dans_la_r%C3%A9sidence_El_Hassani_pr%C3%A8s_du_souk_El_Qorb_57778430.htm,Tanger,Ahlane,9444,Medium
Bel appartement à vendre,500000,"Appartements dans Salé, Toute la ville",60,2,1,https://www.avito.ma/fr/sal%C3%A9/appartements/Bel_appartement_%C3%A0_vendre_57778384.htm,Salé,Toute la ville,8333,Low
SKH-TE-1028 - Appartement à vendre à Maghreb Al ...,925000,"Appartements dans Skhirat, Autre secteur",114,3,1,https://www.avito.ma/fr/autre_secteur/appartements/SKH_TE_1028___Appartement_%C3%A0_vendre_%C3%A0_Maghreb_Al_____57778348.htm,Skhirat,Autre secteur,8114,Medium
CMN-AI-1100 - Appartement à vendre à Beausite,820000,"Appartements dans Casablanca, Autre secteur",76,3,1,https://www.avito.ma/fr/autre_secteur/appartements/CMN_AI_1100___Appartement_%C3%A0_vendre_%C3%A0_Beausite_57778345.htm,Casablanca,Autre secteur,10789,Medium
Appartement à vendre à Tanger Balia à côté du TGV,1200000,"Appartements dans Tanger, Centre",80,2,1,https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_%C3%A0_Tanger_Balia_%C3%A0_c%C3%B4t%C3%A9_du_TGV_57807625.htm,Tanger,Centre,15000,High
Vends appartement dernier étage neuf,2500000,"Appartements dans Mohammedia, Centre Ville",110,2,1,https://www.avito.ma/fr/centre_ville/appartements/Vends_appartement_dernier_%C3%A9tage_neuf_57778306.htm,Mohammedia,Centre Ville,22727,High
CMN-SI-1945 - Appartement à vendre à Al Qods,700000,"Appartements dans Casablanca, Al Qods",72,2,1,https://www.avito.ma/fr/al_qods/appartements/CMN_SI_1945___Appartement_%C3%A0_vendre_%C3%A0_Al_Qods_57778280.htm,Casablanca,Al Qods,9722,Medium
Appartement à vendre 55 m² à Salé el jadida.,550000,"Appartements dans Salé, Sala El Jadida",62,2,1,https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_55_m%C2%B2_%C3%A0_Sal%C3%A9_el_jadida__57778267.htm,Salé,Sala El Jadida,8870,Medium
BEL APPARTEMENT HAUT STANDING,1150000,"Appartements dans Meknès, Hamria",143,3,3,https://www.avito.ma/fr/hamria/appartements/BEL_APPARTEMENT_HAUT_STANDING_57778202.htm,Meknès,Hamria,8041,High
Appartement à vendre 149 m² à Taza,840000,"Appartements dans Taza, Toute la ville",149,3,2,https://www.avito.ma/fr/taza/appartements/Appartement_%C3%A0_vendre_149_m%C2%B2_%C3%A0_Taza_57778107.htm,Taza,Toute la ville,5637,Medium
Superbe appartement,1160000,"Appartements dans Agadir, Hay Mohammadi",80,2,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Superbe_appartement_57778079.htm,Agadir,Hay Mohammadi,14500,High
Appartement au troisième étage à vendre semi-fini à Casablanca,540000,"Appartements dans Casablanca, Al Madina Aljadida",125,3,2,https://www.avito.ma/fr/al_madina_aljadida/appartements/Appartement_au_troisi%C3%A8me_%C3%A9tage_%C3%A0_vendre_semi_fini_%C3%A0_Casablanca_57778025.htm,Casablanca,Al Madina Aljadida,4320,Medium
Appartement à vendre,500000,"Appartements dans Tiznit, Toute la ville",70,2,2,https://www.avito.ma/fr/tiznit/appartements/Appartement_%C3%A0_vendre_57777984.htm,Tiznit,Toute la ville,7142,Low
Appartement au troisième étage à vendre sans intérêt près de toutes commodités,230000,"Appartements dans Benslimane, Autre secteur",156,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_au_troisi%C3%A8me_%C3%A9tage_%C3%A0_vendre_sans_int%C3%A9r%C3%AAt_pr%C3%A8s_de_toutes_commodit%C3%A9s_57777953.htm,Benslimane,Autre secteur,1474,Low
Appartements de luxe à vendre,1300000,"Appartements dans Berkane, Toute la ville",147,3,2,https://www.avito.ma/fr/berkane/appartements/Appartements_de_luxe_%C3%A0_vendre_57777917.htm,Berkane,Toute la ville,8843,High
Appartements enregistrés à vendre à partir de 53 millions,530000,"Appartements dans Martil, Toute la ville",70,2,1,https://www.avito.ma/fr/martil/appartements/Appartements_enregistr%C3%A9s_%C3%A0_vendre_%C3%A0_partir_de_53_millions_57777911.htm,Martil,Toute la ville,7571,Medium
Appartement à vendre dans le quartier de Sounoubar,550000,"Appartements dans Oujda, Autre secteur",124,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_dans_le_quartier_de_Sounoubar_57777919.htm,Oujda,Autre secteur,4435,Medium
Appartements neufs à vendre à Tanger Belyoun,1400000,"Appartements dans Tanger, Tanja Balia",84,2,2,https://www.avito.ma/fr/tanja_balia/appartements/Appartements_neufs_%C3%A0_vendre_%C3%A0_Tanger_Belyoun_57807184.htm,Tanger,Tanja Balia,16666,High
Appartement à vendre à Asilah 300 000 Dh,300000,"Appartements dans Asilah, Toute la ville",50,1,1,https://www.avito.ma/fr/asilah/appartements/Appartement_%C3%A0_vendre_%C3%A0_Asilah_300_000_Dh_57777685.htm,Asilah,Toute la ville,6000,Low
Appartement à vendre 70 m²,350000,"Appartements dans Sidi Allal El Bahraoui, Toute la ville",70,2,2,https://www.avito.ma/fr/sidi_allal_el_bahraoui/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_57777589.htm,Sidi Allal El Bahraoui,Toute la ville,5000,Low
Appartements Choka à vendre avec soutien de l'État et vues féeriques,680000,"Appartements dans Kénitra, Ouled Oujih",90,2,2,https://www.avito.ma/fr/ouled_oujih/appartements/Appartements_Choka_%C3%A0_vendre_avec_soutien_de_l_%C3%89tat_et_vues_f%C3%A9eriques_57777483.htm,Kénitra,Ouled Oujih,7555,Medium
Bel appartement à vendre,2100000,"Appartements dans Casablanca, Californie",129,3,2,https://www.avito.ma/fr/californie/appartements/Bel_appartement_%C3%A0_vendre_57777450.htm,Casablanca,Californie,16279,High
Appartement à vendre à Fajr Sidi Bernoussi,340000,"Appartements dans Casablanca, Sidi Bernoussi",70,2,2,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_%C3%A0_Fajr_Sidi_Bernoussi_57777406.htm,Casablanca,Sidi Bernoussi,4857,Low
Quartier de l'aéroport,300000,"Appartements dans El Jadida, Quartier Aérodrome",60,2,1,https://www.avito.ma/fr/quartier_a%C3%A9rodrome/appartements/Quartier_de_l_a%C3%A9roport_57777409.htm,El Jadida,Quartier Aérodrome,5000,Low
Appartement 3 Chambres -177 m²- Val Fleuri,1880000,"Appartements dans Casablanca, Val Fleuri",177,3,2,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_3_Chambres__177_m%C2%B2__Val_Fleuri_57235150.htm,Casablanca,Val Fleuri,10621,High
Appartements magnifiques et subventionnés à vendre 3 chambres,280000,"Appartements dans Meknès, Autre secteur",70,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartements_magnifiques_et_subventionn%C3%A9s_%C3%A0_vendre_3_chambres_57777312.htm,Meknès,Autre secteur,4000,Low
Appartement à vendre 105 m² à Casablanca,1360000,"Appartements dans Casablanca, Maarif",112,2,2,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_%C3%A0_Casablanca_57777265.htm,Casablanca,Maarif,12142,High
Appartements à vendre près de Marjane à Tanger,690000,"Appartements dans Tanger, Marjane",62,2,1,https://www.avito.ma/fr/marjane/appartements/Appartements_%C3%A0_vendre_pr%C3%A8s_de_Marjane_%C3%A0_Tanger_57777197.htm,Tanger,Marjane,11129,Medium
Appartement 87 m² à vendre – Beauséjour,1200000,"Appartements dans Casablanca, Beauséjour",87,2,1,https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_87_m%C2%B2_%C3%A0_vendre___Beaus%C3%A9jour_57777192.htm,Casablanca,Beauséjour,13793,High
Appartement au centre ville de RABAT,940000,"Appartements dans Rabat, Quartier de l'Océan",94,3,1,https://www.avito.ma/fr/quartier_de_l_oc%C3%A9an/appartements/Appartement_au_centre_ville_de_RABAT_57777160.htm,Rabat,Quartier de l'Océan,10000,Medium
Studio à vendre à Semlalia,950000,"Appartements dans Marrakech, Semlalia",120,3,2,https://www.avito.ma/fr/semlalia/appartements/Studio_%C3%A0_vendre_%C3%A0_Semlalia_57777118.htm,Marrakech,Semlalia,7916,Medium
Appartement à vendre 94 m² à Kénitra,680000,"Appartements dans Kénitra, Seyad",94,2,2,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_94_m%C2%B2_%C3%A0_K%C3%A9nitra_57806368.htm,Kénitra,Seyad,7234,Medium
Appartement à vendre 120 m² à Meknès,900000,"Appartements dans Meknès, Autre secteur",132,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Mekn%C3%A8s_57777101.htm,Meknès,Autre secteur,6818,Medium
Duplex meublé haut standing 96m² – Bab Kech Marrakech,2100000,"Appartements dans Marrakech, Guéliz",96,2,2,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Duplex_meubl%C3%A9_haut_standing_96m%C2%B2___Bab_Kech_Marrakech_57777091.htm,Marrakech,Guéliz,21875,High
Oulfa Alalia,6000000,"Appartements dans Casablanca, Oulfa",50,2,1,https://www.avito.ma/fr/oulfa/appartements/Oulfa_Alalia_57806344.htm,Casablanca,Oulfa,120000,High
Opportunité au cœur du centre-ville,860000,"Appartements dans Casablanca, Centre Ville",131,2,1,https://www.avito.ma/fr/centre_ville/appartements/Opportunit%C3%A9_au_c_ur_du_centre_ville_57777042.htm,Casablanca,Centre Ville,6564,Medium
À seulement 2 minutes de Marjane,1250000,"Appartements dans Tanger, Marjane",100,3,2,https://www.avito.ma/fr/marjane/appartements/%C3%80_seulement_2_minutes_de_Marjane_57777022.htm,Tanger,Marjane,12500,High
appartement meublè ouelfa,430000,"Appartements dans Casablanca, Oulfa",55,2,1,https://www.avito.ma/fr/oulfa/appartements/appartement_meubl%C3%A8_ouelfa_57776954.htm,Casablanca,Oulfa,7818,Low
Appartement à vendre 50 m² à Salé,490000,"Appartements dans Salé, Tabriquet",50,2,1,https://www.avito.ma/fr/tabriquet/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Sal%C3%A9_57776930.htm,Salé,Tabriquet,9800,Low
Appartement Saidia,360000,"Appartements dans Saidia, Toute la ville",60,2,1,https://www.avito.ma/fr/saidia/appartements/Appartement_Saidia_57776833.htm,Saidia,Toute la ville,6000,Low
Duplex à vendre 118 m² à Victor Hugo,1500000,"Appartements dans Marrakech, Victor Hugo",118,3,2,https://www.avito.ma/fr/victor_hugo/appartements/Duplex_%C3%A0_vendre_118_m%C2%B2_%C3%A0_Victor_Hugo_57776750.htm,Marrakech,Victor Hugo,12711,High
Appartement 2 façades à vendre - Mesnana,680000,"Appartements dans Tanger, Mesnana",58,2,1,https://www.avito.ma/fr/mesnana/appartements/Appartement_2_fa%C3%A7ades_%C3%A0_vendre___Mesnana_57776711.htm,Tanger,Mesnana,11724,Medium
Appartement à vendre 117 m² à Tanger,2450000,"Appartements dans Tanger, Centre ville",117,3,2,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_Tanger_57776687.htm,Tanger,Centre ville,20940,High
Appartement à Janat Zitoun Mohammedia 59 m²,240000,"Appartements dans Mohammedia, Autre secteur",59,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_Janat_Zitoun_Mohammedia_59_m%C2%B2_57776686.htm,Mohammedia,Autre secteur,4067,Low
STUDIOS NEUFS À VENDRE FERME BRETONE HAUT STANDING,690000,"Appartements dans Casablanca, Ferme Bretone",50,1,1,https://www.avito.ma/fr/ferme_bretone/appartements/STUDIOS_NEUFS_%C3%80_VENDRE_FERME_BRETONE_HAUT_STANDING_57776688.htm,Casablanca,Ferme Bretone,13800,Medium
LUX apart a côté MACDO GUELIZ ZARA CARÉ EDEN,1600000,"Appartements dans Marrakech, Guéliz",86,2,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/LUX_apart_a_c%C3%B4t%C3%A9_MACDO_GUELIZ_ZARA_CAR%C3%89_EDEN_57646393.htm,Marrakech,Guéliz,18604,High
Appartement vendu meublé résidence avec Piscine,1600000,"Appartements dans Marrakech, Semlalia",85,2,1,https://www.avito.ma/fr/semlalia/appartements/Appartement_vendu_meubl%C3%A9_r%C3%A9sidence_avec_Piscine_57776557.htm,Marrakech,Semlalia,18823,High
Appartement luxe à vendre,1260000,"Appartements dans Kénitra, Mimosas",104,3,2,https://www.avito.ma/fr/mimosas/appartements/Appartement_luxe_%C3%A0_vendre_57320168.htm,Kénitra,Mimosas,12115,High
CMN-SI-1944 - Appartement à vendre à Bourgogne Est,1936000,"Appartements dans Casablanca, Bourgogne",135,4,2,https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1944___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_Est_57776433.htm,Casablanca,Bourgogne,14340,High
Appartement à vendre 106 m² 1er étage à Temara,1060000,"Appartements dans Temara, Autre secteur",106,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_106_m%C2%B2_1er_%C3%A9tage_%C3%A0_Temara_57776413.htm,Temara,Autre secteur,10000,High
Appartement à vendre 73 m² à Agadir,975000,"Appartements dans Agadir, Ihchach",75,2,1,https://www.avito.ma/fr/ihchach/appartements/Appartement_%C3%A0_vendre_73_m%C2%B2_%C3%A0_Agadir_57776388.htm,Agadir,Ihchach,13000,Medium
Appartement deux façades,720000,"Appartements dans Casablanca, Aïn Chock",73,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_deux_fa%C3%A7ades_57776350.htm,Casablanca,Aïn Chock,9863,Medium
Appartement à vendre à Salé sur l'avenue Kénitra,840000,"Appartements dans Salé, Bab Sebta",92,3,2,https://www.avito.ma/fr/bab_sebta/appartements/Appartement_%C3%A0_vendre_%C3%A0_Sal%C3%A9_sur_l_avenue_K%C3%A9nitra_57776278.htm,Salé,Bab Sebta,9130,Medium
"Appartement à vendre, Oulfa Hay Hassani",286000,"Appartements dans Casablanca, Oulfa",59,2,2,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre__Oulfa_Hay_Hassani_57776276.htm,Casablanca,Oulfa,4847,Low
Très bel Appartement haut standing au Carrousel,4550000,"Appartements dans Rabat, Yacoub El Mansour",196,3,3,https://www.avito.ma/fr/yacoub_el_mansour/appartements/Tr%C3%A8s_bel_Appartement_haut_standing_au_Carrousel_57776220.htm,Rabat,Yacoub El Mansour,23214,High
Bel Appartement Avec Terrasse En Vente à Hay Riad,4200000,"Appartements dans Rabat, Riyad",184,3,2,https://www.avito.ma/fr/riyad/appartements/Bel_Appartement_Avec_Terrasse_En_Vente_%C3%A0_Hay_Riad_57776219.htm,Rabat,Riyad,22826,High
appartement à vendre,1000000,"Appartements dans Kénitra, Maamora",110,2,1,https://www.avito.ma/fr/maamora/appartements/appartement_%C3%A0_vendre_57805408.htm,Kénitra,Maamora,9090,High
